SAMPLE ID	IGSN	SOURCE	REFERENCE	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MAX ELEVATION	MIN ELEVATION	MIN AGE	AGE	MAX AGE	METHOD	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	FEOT	MGO	CAO	NA2O	K2O	SR87_SR86	ND143_ND144
JS20018-004		EARTHCHEMDB	RHODES, J M, 2015	JS20018-003	19.4653	-155.986	0.0001	-1195	-1195				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.69	2.03	13.36		7.69	10.21	2.31	0.36		
PETDB-3215-ML-105		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.1	2.08	13.69		6.65	10.6	2.45	0.39		
PETDB-3212-SR0294-7.65		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.34	2.57	12.27		9.46	10.56	2.11	0.46		
JS20014-005		EARTHCHEMDB	RHODES, J M, 2015	JS20014-005	19.4508	-155.96	0.0001	-1065.7	-1065.7				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.12	2.86	15.5		6.61	9.57	3.06	0.61		
PETDB-3212-SR0891-15.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.45	1.52	8.19		22.04	7.2	1.24	0.09		
PETDB-3215-ML-62C		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.95	2.03	13.34		8.03	10.42	2.03	0.35		
PETDB-3215-L92-129		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.67	2.37	13.63		6.65	10.71	2.21	0.44		
JS20020-005		EARTHCHEMDB	RHODES, J M, 2015	JS20020-005	18.8233	-155.712	0.0001	-1244	-1244				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.16	2.18	13.31		7.67	10.29	2.16	0.35		
PETDB-3212-SR0002-1.00		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		51.81	2.25	13.57		6.51	10.28	2.26	0.45		
MOA9902-013-005		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.1055	-156.321	0.0001	-4400	-4400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.07	2.2	13.71		7.17	10.67	2.14	0.37		
MOA9902-002-026		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.6972	-155.771	0.0001	-3600	-3600				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.06	1.74	10.71		15.65	8.39	1.63	0.32		
JS20013-015		EARTHCHEMDB	RHODES, J M, 2015	JS20013-015	19.4333	-155.972	0.0001	-1211	-1211				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.4	2.16	13.32		7.34	10.52	2.16	0.33		
PETDB-3215-SR0057-3.00		EARTHCHEMDB	RHODES, J M, 2015	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.51	1.96	13.01		9.8	10.11	1.84	0.21		
HRÚTFELL 5-IS-37A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.3895	-21.235	0.0001	556	556				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.2	1.88	14.3	11.9	7.63	13.3	2.06	0.27		
HRÚTFELL 5-IS-37A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.3895	-21.235	0.0001	556	556				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.04	1.68	15.36	11.52	8.63	12.85	1.4	0.18		
TRÖLLADALUR 1-IS-48		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0061	-21.3589	0.0001	405	405				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		49	1.72	14.2	11.9	7.84	13.7	2.11	0.09		
TRÖLLADALUR 1-IS-48		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0061	-21.3589	0.0001	405	405				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.1	1.28	15.7	10.79	10	12.81	1.28	0.06		
HMH-IT‐261		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	64.7664	-20.6243	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.87	1.54	15.3	11.58	9.54	11.56	2.05	0.16		
JS20015-005		EARTHCHEMDB	RHODES, J M, 2015	JS20015-005	19.3517	-155.965	0.0001	-1583	-1583				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.81	2.13	14.05		6.71	11.24	2.1	0.37		
PETDB-3215-HA82-05		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.93	1.65	10.83		15.59	8.33	1.78	0.27		
PETDB-3215-L91-186		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.5	2.08	13.67		6.88	10.34	2.71	0.39		
PIS1991-183-003		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-003	18.8817	-155.704	0.0001	-1100	-1100				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.15	1.33	8.62		21.83	6.81	1.65	0.21		
PETDB-3211-R093-1.4-2.0		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.06	2.48	12.96		7.97	10.7	2.35	0.33		
PIS1991-183-009		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-009	18.8799	-155.697	0.0001	-875	-875				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.75	2.71	13.33		6.21	9.92	2.99	0.51		
PETDB-3215-R150-0.05		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.8	1.78	10.92		15.19	8.54	1.95	0.26		
JS20024-019		EARTHCHEMDB	RHODES, J M, 2015	JS20024-019	18.6423	-155.766	0.0001	-3817	-3817				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.81	1.62	10.68		16.08	8.49	1.55	0.25		
PETDB-3212-SR0238-7.90		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.72	2.36	11.72		13.78	9.44	1.81	0.17		
LBH-IT-477		EARTHCHEMDB	EASON, D; SINTON, J M, 2009	nr	64.4815	-20.4269	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.15	1.86	14.97	12.28	7.79	12.41	1.96	0.18		
KRÁKUR 4-IS-117		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.9663	-19.8663	0.0001	1041	1041				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.25	1.27	15.61	11.17	10.52	12.08	1.33	0.06		
PETDB-3215-NE-151		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.22	1.61	10.71		15.9	8.29	1.76	0.36		
STÓRA-BJÖRNSFELL 2-IS-75A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4855	-20.7345	0.0001	599	599				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.54	1.22	16.15	10.67	8.8	12.38	1.55	0.15		
JS20020-017		EARTHCHEMDB	RHODES, J M, 2015	JS20020	18.8252	-155.704	0.0001	-668	-668				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.11	1.81	10.67		15.25	8.28	1.67	0.29		
PETDB-3215-L93-1011		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.5	2.1	13.58		7.55	10.5	2	0.38		
PETDB-3215-ML-275		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.95	1.93	12.95		9.01	10	2.24	0.35		
PETDB-3212-SR0279-4.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.98	2.11	11.76		11.94	9.85	1.76	0.32		
PETDB-3211-R205-7.5-8.15		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.45	1.29	7.16		25.37	6.48	1.09	0.12		
MOA9902-001-001		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.7572	-155.792	0.0001	-3500	-3500				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		46.7	1.14	7.77		23.77	6.3	1.16	0.2		
PETDB-3215-R129-5.50		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.47	1.36	9.17		21.55	7.08	1.61	0.09		
JS20296-018		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.6334	-159.042	0.0001	-3809	-3809				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		45.47	2.73	14.16		6.23	12.4	2.9	1.64		
PETDB-3214-SR0166-6.8		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.96	2.9	13.48		9.95	10.53	1.93	0.13		
JS20019-019		EARTHCHEMDB	RHODES, J M, 2015	JS20019-019	18.8233	-155.715	0.0001	-1401	-1401				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.41	1.59	9.59		18.22	7.39	1.37	0.31		
PETDB-3212-SR208-1.70		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.96	2.1	10.89		14.52	9.44	1.64	0.33		
JS20020-004		EARTHCHEMDB	RHODES, J M, 2015	JS20020-004	18.8232	-155.713	0.0001	-1297	-1297				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.3	2.27	13.51		7.09	10.41	2.36	0.36		
MOA9902-030-001		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.4625	-156.005	0.0001	-3700	-3700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.34	1.37	9.71		18.19	7.78	1.48	0.23		
PETDB-3215-L90-14		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.48	2.17	13.69		6.84	10.46	2.52	0.43		
PETDB-3211-R127-1.4-2.2		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.41	2.59	13.74		6.94	10.99	2.42	0.31		
PETDB-3215-L91-134A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.83	2.42	13.51		6.52	10.66	2.31	0.42		
GL-I-IT‐252		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	64.7004	-20.8824	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.36	1.36	16.16	11.05	8.2	12.96	1.82	0.1		
PETDB-3215-ML-75		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.48	2.04	13.7		6.99	10.53	2.24	0.37		
PETDB-3215-NE-55		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.43	2.09	13.38		7.72	10.28	2.5	0.44		
MOA9902-017-032		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.942	-155.887	0.0001	-1700	-1700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.59	2.42	13.33		7.02	10.2	2.42	0.41		
JS20023-020		EARTHCHEMDB	RHODES, J M, 2015	JS20023-020	18.6875	-155.695	0.0001	-3109	-3109				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.21	1.24	8.48		21.71	6.99	1.29	0.19		
KJALHRAUN-IS-47B		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.797	-19.4688	0.0001						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.6	3.25	13.3	15.3	5.39	10.2	1.91	1.43		
JS20305-004		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20305	22.0367	-158.92	0.0001	-3303	-3303				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.70392	0.512862
JS20305-004		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20305	22.0367	-158.92	0.0001	-3303	-3303				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.74	1.71	12.62		10.78	8.87	2.26	0.58		
JS20018-008		EARTHCHEMDB	RHODES, J M, 2015	JS20018-007	19.4608	-155.984	0.0001	-1158	-1158				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.64	2.3	13.66		6.04	10.31	2.32	0.46		
PETDB-3215-KTE85-32		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.28	2.05	13.53		7.57	10.43	2.3	0.37		
JS20306-005		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7323	-158.999	0.0001	-3296	-3296				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.703723	0.512925
JS20306-005		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7323	-158.999	0.0001	-3296	-3296				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.29	1.78	12.36		11.24	8.95	2.2	0.41		
PIS1991-183-011		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-011	18.8793	-155.694	0.0001	-790	-790				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.21	1.62	11.05		15.13	8.65	2.24	0.26		
PETDB-3214-SR0814-14.4		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.18	2.35	12.03		12.6	10.13	1.56	0.1		
SVH-IT‐328		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	63.8753	-21.5461	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.47	1.31	14.6	10.97	8.51	13.88	1.8	0.05		
JS20018-012		EARTHCHEMDB	RHODES, J M, 2015	JS20018-011	19.466	-155.974	0.0001	-1236	-1236				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.79	2.02	13.29		7.55	10.21	2.1	0.36		
PETDB-3215-L87-235		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.97	1.97	13.77		8.25	10.19	2.19	0.3		
MOA9902-001-009		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.7572	-155.792	0.0001	-3500	-3500				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.9	1.85	12.95		8.58	11.07	1.96	0.4		
PETDB-3212-SR0598-1.40		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.56	1.95	9.84		17.76	8.22	1.44	0.24		
PETDB-3212-SR0741-7.90		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.45	2	10.66		16.21	9.03	1.75	0.22		
PETDB-3297-K-3		EARTHCHEMDB	ZHONG, Y; CHEN, L-H; WANG, X-J; ZHANG, G-L; XIE, L; ZENG, G, 2017	nr	19.6	-155.97	0.01						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		46.92	2.33	14.32		8.33	10.19	2.81	0.88		
PETDB-3215-R111-0.90		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.59	2.09	13.53		9.03	10.28	2.19	0.15		
PETDB-3212-SR0093-6.55		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.85	2.23	13.6		8.78	10.21	1.74	0.11		
JS20305-007		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20305	22.0212	-158.904	0.0001	-3272	-3272				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.703716	0.512922
JS20305-007		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20305	22.0212	-158.904	0.0001	-3272	-3272				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.22	1.95	12.22		11.45	8.83	2.18	0.51		
PETDB-3212-SR0402-9.00		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.78	1.58	7.79		22.83	6.5	1.32	0.28		
MOA9902-008-001		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.9105	-155.99	0.0001	-3500	-3500				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.15	2.29	13.46		7.26	10.42	2.39	0.38		
JSH-IT‐350		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	64.8888	-20.089	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.8	1.14	15.67	10.44	9.34	12.68	1.58	0.11		
HHH-IT‐312		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	63.8806	-21.6138	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.48	1.66	15.44	11.46	7.79	12.78	2.21	0.18		
MOA9902-001-027		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.7572	-155.792	0.0001	-3500	-3500				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.72	1.84	12.74		10.42	9.97	1.93	0.3		
PETDB-3215-R117-0.80		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.47	1.95	15.71		6.89	10.97	2.55	0.18		
MOA9902-015-004		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.95	-155.983	0.0001	-2800	-2800				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.44	2.91	13.12		5.47	9.68	2.47	0.65		
HÖGNHÖFÐI 2-IS-69B		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.3486	-20.539	0.0001	439	439				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		48	2.1	14.8	12.3	7.78	12.3	2.25	0.26		
HÖGNHÖFÐI 2-IS-69B		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.3486	-20.539	0.0001	439	439				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.14	1.88	15.53	11.9	8.43	11.91	1.91	0.24		
PETDB-3215-KTE85-28		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.69	1.81	13.3		9.45	10.15	2.22	0.36		
PETDB-3212-SR0842-2.35		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.98	2.24	11.56		13.67	9.57	1.86	0.3		
PIS1991-182-003A		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-182-003A	18.8829	-155.72	0.0001	-1395	-1395				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.99	1.65	10.62		16.54	8.25	2.03	0.25		
PETDB-3212-SR0376-4.50		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.73	2.5	12.27		9.76	10.34	2.03	0.45		
KAK1982-ML4-003		EARTHCHEMDB	RHODES, J M, 2015	KAK1982	18.6192	-155.775	0.0001	-2113	-2113				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.13	2.07	11.84		11.79	9.32	1.98	0.39		
TFH-IT‐42B		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	64.2824	-20.8691	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.47	1.81	14.84	12.56	8.05	11.73	1.95	0.21		
PETDB-3214-SR0801-17.6		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.01	2.35	11.9		12.44	10.46	1.54	0.29		
PETDB-3211-R176-5.93-6.5		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.45	2.39	12.29		9.55	10.77	1.93	0.34		
PETDB-3215-ML-29		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.46	2.03	12.86		9.08	9.94	1.99	0.4		
PETDB-3215-ML-19		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.01	1.7	10.78		15.45	8.37	1.74	0.35		
MOA9902-019-018		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8333	-155.733	0.0001	-2400	-2400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.17	1.7	10.96		15.18	8.5	1.81	0.27		
PIS1991-182-006B		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-182-006B	18.8829	-155.712	0.0001	-1310	-1310				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		45.01	1.06	6.5		28.19	5.25	1.21	0.17		
JS20020-011 AG		EARTHCHEMDB	RHODES, J M, 2015	JS20020-010	18.8228	-155.71	0.0001	-1000	-1000				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.29	2.09	13.3		7.64	10.44	2.01	0.34		
JS20014-003		EARTHCHEMDB	RHODES, J M, 2015	JS20014-003	19.4433	-155.956	0.0001	-1027.7	-1027.7				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.46	2	13.43		7.52	10.29	2.11	0.35		
PETDB-3212-SR0277-7.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.92	2.07	10.65		14.93	8.98	1.76	0.31		
MOA9902-028-002		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.4755	-156.164	0.0001	-1600	-1600				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.53	2.28	13.57		6.21	10.33	2.48	0.47		
LITLA-BJÖRNSFELL 1-IS-80A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4936	-20.7753	0.0001	643	643				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.4	1.37	15.8	11.1	8.97	12.7	1.98	0.14		
