SAMPLE ID	IGSN	REFERENCES	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MIN ELEVATION	MAX ELEVATION	MIN AGE	AGE	MAX AGE	METHODS	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	TECTONIC SETTING	SIO2	TIO2	AL2O3	FE2O3	FE2O3T	FEO	FEOT	MGO	CAO	NA2O	K2O	P2O5
CHRSPS2-021-001		MONJARET, 1991	CHRSPS2	-19.592	170.31	0.001	-3150	-3280		6.1		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.91	
CHRSPS2-021-001		ZHU, 2020	CHRSPS2	-19.592	170.31	0.001	-3150	-3280				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.56	2.16	15.07	10.88				3.57	7.33	2.93	1.11	0.55
CHRSPS2-021-007		MONJARET, 1991	CHRSPS2	-19.592	170.31	0.001	-3150	-3280		6.5		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2	0.5	13.16	1.44		7.37		10.66	11.58	1.73	0.32	0.08
CHRSPS2-024-004		MONJARET, 1991	CHRSPS2	-18.798	169.582	0.001	-900	-1420		4.1		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.91	
CHRSPS2-024-006		MONJARET, 1991	CHRSPS2	-18.798	169.582	0.001	-900	-1420		3.6		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.86	
CHRSPS2-025-002		MONJARET, 1991	CHRSPS2	-18.532	169.58	0.001	-750	-910		4.1		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.66	
CHRSPS2-025-004		MONJARET, 1991	CHRSPS2	-18.532	169.58	0.001	-750	-910		4		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.6	
CHRSPS2-027-001		MONJARET, 1991	CHRSPS2	-17.658	169.438	0.001	-1200	-1960		2.2		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											4.93	
CHRSPS2-027-004		MONJARET, 1991	CHRSPS2	-17.658	169.438	0.001	-1200	-1960		2.4		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	63.4	0.5	15.09	0.68		3.46		0.85	2.32	4.55	4.85	0.15
CHRSPS2-027-012		MONJARET, 1991	CHRSPS2	-17.658	169.438	0.001	-1200	-1960		3.5		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.76	
CHRSPS2-027-017		MONJARET, 1991	CHRSPS2	-17.658	169.438	0.001	-1200	-1960		3.4		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											5.66	
CHRSPS2-028-001		MONJARET, 1991	CHRSPS2	-17.637	169.43	0.001	-700	-1270		2.2		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											6.5	
CHRSPS2-029-006		MONJARET, 1991	CHRSPS2	-17.637	169.435	0.001	-600	-980		3.2		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											1.74	
CHRSPS2-030-001		MONJARET, 1991	CHRSPS2	-17.387	169.035	0.001	-1200	-1270		1.1		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		BACK-ARC_BASIN											0.68	
CHRSPS2-030-002		MONJARET, 1991	CHRSPS2	-17.387	169.035	0.001	-1200	-1270		1.4		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.6	
CHRSPS2-031-001		MONJARET, 1991	CHRSPS2	-17.393	169.15	0.001	-1250	-1570		1.4		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.44	
CHRSPS2-031-002		MONJARET, 1991	CHRSPS2	-17.393	169.15	0.001	-1250	-1570		1.5		AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN											0.35	
CHRSPS3-001-001		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51	1.16	17.56				8.34	5.39	12.37	2.65	0.08	0.11
CHRSPS3-001-001		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2	1.53	14.58	11.32				7.85	12.26	2.51	0.1	0.1
CHRSPS3-001-002		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.14	1.75	15.02				9.82	7.4	11.45	2.7	0.29	0.24
CHRSPS3-001-002		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2	1.54	14.49	11.53				7.76	12.04	2.55	0.09	0.1
CHRSPS3-001-003		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.09	1.38	14.86				10.43	8.02	12.25	2.48	0.08	0.09
CHRSPS3-001-003		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.54	14.51	11.61				7.85	12.06	2.53	0.08	0.1
CHRSPS3-001-004		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.08	1.57	14.4				11.44	7.35	11.95	2.58	0.09	0.1
CHRSPS3-001-004		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.5	1.67	14.13	12.15				7.51	11.7	2.58	0.09	0.1
CHRSPS3-001-005		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.85	1.57	14.31				10.94	7.58	12.16	2.5	0.09	0.12
CHRSPS3-001-005		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.6	1.63	14.15	12.03				7.51	11.74	2.56	0.1	0.1
CHRSPS3-001-006		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.6	1.45	14.95				10.17	7.98	11.95	2.47	0.09	0.11
CHRSPS3-001-006		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.6	1.54	14.47	11.52				7.74	11.93	2.55	0.08	0.1
CHRSPS3-001-007		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.28	1.44	14.98				10.06	8.16	11.93	2.62	0.09	0.11
CHRSPS3-001-007		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.53	14.53	11.4				7.85	12.06	2.52	0.07	0.1
CHRSPS3-001-008		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.25	1.42	15.06				10.06	7.96	12.05	2.55	0.08	0.11
CHRSPS3-001-008		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.1	1.55	14.38	11.31				7.86	12.01	2.5	0.07	0.1
CHRSPS3-001-009		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.42	1.36	13.76				10.37	8.17	11.91	2.46	0.09	0
CHRSPS3-001-009		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.5	1.55	14.5	11.33				7.73	11.99	2.51	0.08	0.1
CHRSPS3-001-010		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.66	14.06	12.15				7.44	11.68	2.54	0.09	0.1
CHRSPS3-001-011		EISSEN, 1991	CHRSPS3	-19.9533	173.368	0.0001	-2770	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.5	1.66	14.14	12.05				7.47	11.77	2.55	0.1	0.1
CHRSPS3-002-001		EISSEN, 1991	CHRSPS3	-18.2007	173.615	0.0001	-2550	-2800				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.35	1.79	14.55	11.68				6.99	11.43	2.55	0.2	0.1
CHRSPS3-002-002		EISSEN, 1991	CHRSPS3	-18.2007	173.615	0.0001	-2550	-2800				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.92	1.84	14.34				11.82	7.02	11.18	2.08	0.14	0.12
CHRSPS3-002-002		EISSEN, 1991	CHRSPS3	-18.2007	173.615	0.0001	-2550	-2800				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.79	14.48	11.83				7.12	11.45	2.52	0.21	0.1
CHRSPS3-003-001		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.57	1.86	14.57				10.18	7.1	11.65	2.67	0.31	0.27
CHRSPS3-003-001		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.5	1.68	15.25	11.49				6.5	11.9	2.35	0.13	0.1
CHRSPS3-003-002		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.88	1.72	13.92				12.23	6.98	11.69	1.96	0.09	0.11
CHRSPS3-003-002		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.4	1.58	15.67	11.33				6.35	12.03	2.43	0.14	0.1
CHRSPS3-003-003		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.35	1.12	14.2				10.1	9.12	12.95	2.14	0.04	0.07
CHRSPS3-003-003		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.1	17.27	8.85				7.26	13.06	2.37	0.06	0.05
CHRSPS3-003-004		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.1	1.2	16.2	9.22				7.55	12.99	2.36	0.08	0.05
CHRSPS3-003-005		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.7	1.1	17.45	8.88				6.95	13.15	2.28	0.12	0.05
CHRSPS3-003-006		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51	1.73	13.86				12.16	6.72	11.85	1.73	0.1	0.13
CHRSPS3-003-006		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.09	17.73	8.34				6.92	13.43	2.31	0.07	0.05
CHRSPS3-003-007		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2	1.59	15.7	11.21				6.41	12.02	2.34	0.11	0.08
CHRSPS3-003-008		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.6	1.66	14.59	12.29				6.53	11.67	2.39	0.13	0.1
CHRSPS3-003-009		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.6	1.14	17.21	8.93				6.66	12.97	2.31	0.18	0.05
CHRSPS3-003-010		EISSEN, 1991	CHRSPS3	-18.2268	173.419	0.0001	-2660	-2940				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2	1.64	15.53	11.38				6.42	12.02	2.4	0.14	0.05
CHRSPS3-004-001		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.21	2.11	13.14				12.42	6.38	10.88	2.61	0.19	0.23
CHRSPS3-004-001		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.59	14.92	11.65				7.4	12.12	2.46	0.07	0.1
CHRSPS3-004-002		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.5	1.53	14.6				10.22	7.06	11.58	2.66	0.31	0.29
CHRSPS3-004-002		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49	1.53	14.88	11.59				7.77	12.19	2.5	0.06	0.1
CHRSPS3-004-003		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.28	1.51	14.59				11.07	7.92	12.1	2.43	0.08	0.09
CHRSPS3-004-003		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.5	1.55	14.88	11.72				7.78	12.19	2.52	0.07	0.1
CHRSPS3-004-004		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.67	1.44	15.12				10.71	7.92	12.09	2.47	0.07	0.1
CHRSPS3-004-004		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.75	1.56	14.93	11.66				7.8	12.15	2.51	0.07	0.1
CHRSPS3-004-005		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8	1.43	14.83				10.79	7.76	12.19	2.41	0.07	0.1
CHRSPS3-004-005		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.95	1.57	14.92	11.52				7.73	12.06	2.49	0.07	0.1
CHRSPS3-004-006		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8	1.48	14.61	11.91				7.85	11.21	2.44	0.1	0.1
CHRSPS3-004-007		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.9	1.5	14.87	11.64				7.84	12.06	2.49	0.07	0.1
CHRSPS3-004-008		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.56	14.87	11.75				7.81	12.1	2.49	0.07	0.1
CHRSPS3-004-009		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	48.75	1.58	14.93	11.56				7.89	12.17	2.53	0.07	0.1
CHRSPS3-004-010		EISSEN, 1991	CHRSPS3	-18.5437	173.518	0.0001	-2800	-2870				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.55	14.89	11.67				7.87	12.23	2.52	0.07	0.1
CHRSPS3-005-001		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.55	1.53	14.85				10.15	7.83	12.03	2.8	0.08	0.08
CHRSPS3-005-001		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.1	1.61	16.02	8.98				7.43	12.13	2.66	0.31	0.2
CHRSPS3-005-002		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.41	1.86	15.01				9.93	7.43	11.48	2.39	0.3	0.27
CHRSPS3-005-002		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8	1.59	16.02	8.79				7.54	12.22	2.55	0.36	0.1
CHRSPS3-005-003		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.17	1.63	15.43				9.86	7.69	12.03	2.6	0.28	0.16
CHRSPS3-005-003		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.63	16.29	8.65				7.09	12.23	2.6	0.31	0.1
CHRSPS3-005-004		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.74	1.49	15.61				9.75	8.31	12.14	2.34	0.22	0.12
CHRSPS3-005-004		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.54	15.92	9.84				7.69	12.04	2.5	0.29	0.1
CHRSPS3-005-005		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.01	1.56	15.49				9.72	7.77	12.33	2.63	0.28	0.15
CHRSPS3-005-005		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.61	15.99	9				7.97	12.18	2.58	0.39	0.1
CHRSPS3-005-006		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.58	16.09	9.04				7.49	12.33	2.54	0.4	0.1
CHRSPS3-005-007		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8	1.53	16	8.72				7.78	12.34	2.53	0.34	0.1
CHRSPS3-005-008		EISSEN, 1991	CHRSPS3	-16.3128	173.518	0.0001	-3500	-3930				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.1	1.57	15.78	9.62				7.64	12.08	2.55	0.42	0.1
CHRSPS3-DT-001		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.01	1.591	14.33				10.1	7.69	12.15	2.68	0.1	0.1
CHRSPS3-DT-001		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8	1.61	14.43	11.79				7.57	12.5	2.47	0.11	0.1
CHRSPS3-DT-002		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.05	1.4	14.47				9.76	7.87	12.63	2.68	0.09	0.09
CHRSPS3-DT-002		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.55	1.38	14.86	11.07				7.86	12.72	2.35	0.08	0.1
CHRSPS3-DT-003		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.31	1.44	14.56				10.01	7.87	12.54	2.56	0.09	0.09
CHRSPS3-DT-003		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2	1.37	14.71	11.03				7.83	12.74	2.21	0.08	0.1
CHRSPS3-DT-004		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.67	1.65	14.54				10.28	7.76	12.36	1.99	0.09	0.1
CHRSPS3-DT-004		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.2	1.8	14.04	11.76				7.55	12.3	2.54	0.14	0.1
CHRSPS3-DT-005		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.72	1.31	14.56				9.89	7.84	12.52	2.4	0.1	0.09
CHRSPS3-DT-005		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50	1.47	14.54	11.17				7.89	12.68	2.34	0.09	0.1
CHRSPS3-DT-006		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2	1.42	14.59	11.18				7.81	12.62	2.36	0.1	0.1
CHRSPS3-DT-007		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.45	1.29	14.61				9.82	7.84	12.38	2.64	0.09	0.1
CHRSPS3-DT-007		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.5	1.44	14.65	11.25				7.86	12.59	2.35	0.1	0.1
CHRSPS3-DT-008		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8	1.36	14.66	11.21				7.88	12.53	2.37	0.1	0.1
CHRSPS3-DT-009		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.25	1.28	14.65				9.77	7.89	12.52	2.55	0.09	0.09
CHRSPS3-DT-009		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.75	1.38	14.51	11.21				7.84	12.55	2.36	0.08	0.1
CHRSPS3-DT-010		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.97	1.5	14.2				10.24	7.8	11.68	2.67	0.08	0
CHRSPS3-DT-010		EISSEN, 1991	CHRSPS3	-19.8783	173.385	0.0001	-2700	-2900				AAS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.25	1.34	14.65	11.16				7.92	12.57	2.34	0.08	0.1
