,LATITUDE,LONGITUDE,ROCK TYPE,ROCK NAME,SIO2,NA2O,K2O
541,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.73,1.25,0.24
542,64.464,-20.5924,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.21,1.88,0.16
543,64.7606,-20.5213,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.98,1.42,0.06
544,21.9683,-158.893,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.11,2.76,1.02
545,21.9683,-158.893,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.34,2.46,0.83
546,18.879,-155.69299999999998,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.2,2.19,0.26
547,64.0147,-20.6868,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.66,1.9,0.13
548,21.7403,-159.012,IGNEOUS:VOLCANIC:MAFIC,BASALT,53.73,1.89,0.22
549,21.7551,-158.99200000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,54.33,2.31,0.32
550,21.7551,-158.99200000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
551,21.7551,-158.99200000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.32,1.94,0.28
552,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.81,2.27,0.43
553,21.7683,-158.96200000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.56,2.26,0.76
554,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,46.69,1.64,0.22
555,18.7625,-155.715,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.36,2.26,0.42
556,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.99,1.54,0.18
557,19.3738,-155.935,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.55,3.86,0.88
558,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.78,1.64,0.3
559,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.08,1.97,0.29
560,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.21,1.0,0.08
561,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.55,2.35,0.4
562,19.3545,-155.983,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.25,1.95,0.31
563,64.4815,-20.4269,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.54,1.82,0.17
564,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.36,2.21,0.45
565,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.35,2.46,0.4
566,19.6,-155.97,IGNEOUS:VOLCANIC:MAFIC,BASALT,45.75,2.76,0.86
567,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.5,2.17,0.17
568,18.6245,-155.781,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.86,1.81,0.27
569,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.23,0.92,0.14
570,21.7531,-159.012,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.77,1.39,0.35
571,64.797,-19.4688,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.4,2.53,0.4
572,64.4936,-20.7753,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.4,2.15,0.2
573,64.4936,-20.7753,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.2,1.66,0.16
574,21.6407,-159.041,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,0.49
575,21.6407,-159.041,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
576,21.6407,-159.041,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.55,2.19,0.46
577,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.4,2.4,0.28
578,19.179000000000002,-155.97899999999998,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.54,1.8,0.28
579,18.6192,-155.775,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.27,1.73,0.23
580,64.4202,-20.5342,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.89,1.54,0.18
581,21.7331,-158.999,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.98,2.13,0.46
582,19.374000000000002,-155.936,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.68,3.52,0.88
583,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.1,1.91,0.26
584,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.64,2.21,0.33
585,18.6407,-155.767,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.59,1.51,0.22
586,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.73,2.13,0.36
587,18.6623,-155.74,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.28,1.53,0.28
588,18.8069,-155.85,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.79,1.73,0.3
589,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.63,2.17,0.37
590,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.49,2.35,0.38
591,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.68,1.7,0.34
592,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.01,1.1,0.17
593,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.52,2.0,0.3
594,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.34,2.18,0.36
595,64.7233,-19.7777,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.47,1.66,0.14
596,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.38,2.32,0.44
597,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.62,1.25,0.1
598,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.38,2.53,0.38
599,18.62,-155.775,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.72,1.99,0.32
600,18.8829,-155.722,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.36,1.94,0.27
601,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.26,2.39,0.35
602,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.09,1.45,0.27
603,18.8167,-156.056,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.75,2.25,0.31
604,19.3547,-155.955,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.7,2.16,0.42
605,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.0,2.85,0.34
606,18.983,-155.917,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.69,2.19,0.32
607,18.8167,-156.056,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.46,1.48,0.19
608,21.7568,-159.007,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.61,3.19,1.06
609,21.7568,-159.007,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
610,21.7568,-159.007,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.03,2.87,0.95
611,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.78,2.27,0.44
612,64.7538,-20.4771,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.79,1.41,0.06
613,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.76,2.01,0.49
614,18.6953,-155.736,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.4,2.14,0.31
615,18.66,-155.737,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.29,1.91,0.28
616,18.6832,-155.7,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.14,1.26,0.2
617,18.8233,-155.711,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.53,1.87,0.31
618,19.3552,-155.954,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.5,3.57,0.9
619,21.7557,-159.014,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.13,2.05,0.46
620,18.8516,-155.696,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.68,2.12,0.26
621,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,1.44,0.5
622,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
623,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.65,2.13,0.36
624,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.04,2.49,0.49
625,18.6976,-155.77200000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.09,1.99,0.38
626,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.51,1.37,0.26
627,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.27,1.46,0.27
628,18.6223,-155.781,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.69,1.87,0.26
629,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.43,1.45,0.18
630,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.82,2.41,0.46
631,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
632,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.31,1.98,0.32
633,19.1055,-156.321,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.91,1.85,0.29
634,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.63,1.69,0.18
635,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.35,2.39,0.33
636,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.54,2.19,0.39
637,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.75,2.4,0.42
638,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.07,1.39,0.1
639,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.73,2.06,0.38
640,63.85,-22.7,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
641,18.8518,-155.644,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.03,2.14,0.29
642,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.98,1.9,0.28
643,18.7688,-155.715,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.92,2.26,0.33
644,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.82,1.54,0.19
645,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.69,2.36,0.43
646,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.34,1.94,0.27
647,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.78,2.54,0.46
648,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.74,2.01,0.34
649,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.65,2.41,0.46
650,64.4257,-20.5733,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.3,1.6,0.1
651,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.56,2.06,0.14
652,18.8527,-155.92600000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.54,2.37,0.42
653,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.95,2.08,0.47
654,21.7687,-158.961,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.96,2.16,0.85
655,19.3612,-156.062,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.17,1.75,0.27
656,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.59,1.47,0.27
657,18.7646,-155.715,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.24,2.23,0.4
658,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.33,1.29,0.1
659,18.8802,-155.69799999999998,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.07,1.89,0.25
660,19.3545,-155.955,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.57,2.14,0.41
661,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.77,2.02,0.26
662,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.35,2.39,0.41
663,18.8285,-155.69899999999998,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.83,1.81,0.37
664,21.7562,-159.003,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.65,1.97,0.49
665,64.0166,-20.6826,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.6,2.3,0.16
666,18.95,-155.983,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.78,2.41,0.37
667,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.02,2.19,0.41
668,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
669,22.0022,-158.898,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.73,2.28,0.56
670,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.91,1.98,0.13
671,64.2766,-20.8995,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.4,1.83,0.14
672,19.75,-155.93,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
673,18.8829,-155.716,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.88,2.21,0.42
674,18.666,-155.744,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.07,1.98,0.27
675,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.53,1.61,0.3
676,19.352,-155.97,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.94,2.31,0.37
677,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.02,2.05,0.37
678,21.9875,-158.901,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.52,2.95,1.05
679,21.9875,-158.901,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.41,2.63,0.94
680,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.58,2.2,0.39
681,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.39,2.17,0.31
682,19.1573,-155.966,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.71,2.16,0.43
683,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.86,1.36,0.24
684,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.67,2.32,0.43
685,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.37,1.88,0.39
686,64.2122,-20.9256,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.68,1.91,0.16
687,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.09,2.42,0.38
688,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.95,2.03,0.33
689,18.6457,-155.765,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.94,1.88,0.32
690,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.98,2.35,0.46
691,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.97,1.83,0.25
692,19.451,-155.95,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.08,3.04,0.61
693,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.35,2.17,0.34
694,64.3293,-20.5667,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.03,1.3,0.24
695,18.6303,-155.775,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.99,1.89,0.27
696,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.52,2.1,0.45
697,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,1.37,0.4
698,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
699,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.21,2.43,0.49
700,18.8227,-155.719,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.79,1.6,0.25
701,18.6655,-155.744,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.37,1.98,0.27
702,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.32,1.67,0.38
703,64.7689,-19.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,46.8,2.12,0.13
704,64.7689,-19.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.72,1.53,0.09
705,18.8233,-155.711,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.45,2.06,0.38
706,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.89,2.35,0.4
707,19.4222,-155.99200000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.61,2.23,0.38
708,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.82,2.07,0.42
709,18.8225,-155.715,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.64,2.16,0.41
710,64.7207,-19.7152,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.97,1.59,0.13
711,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.72,2.26,0.47
712,18.8333,-155.733,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.15,2.06,0.36
713,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.16,2.35,0.44
714,18.6563,-155.8,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.63,1.65,0.4
715,64.4815,-20.4269,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.8,2.06,0.21
716,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.13,2.15,0.39
717,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.09,1.71,0.14
718,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.39,2.26,0.38
719,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.83,2.39,0.37
720,19.1055,-156.321,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.3,2.13,0.39
721,19.1055,-156.321,IGNEOUS:VOLCANIC:MAFIC,BASALT,46.96,1.52,0.32
722,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.75,2.35,0.38
723,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.8,1.93,0.13
724,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.41,1.9,0.26
725,22.0019,-158.899,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.08,2.7,0.6
726,22.0019,-158.899,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
727,22.0019,-158.899,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.95,2.44,0.53
728,18.8518,-155.657,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.76,1.94,0.28
729,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.09,1.36,0.2
730,18.8333,-155.733,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.51,1.83,0.29
731,18.8225,-155.719,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.63,1.41,0.24
732,64.0186,-20.6741,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.74,1.99,0.15
733,64.4941,-20.7424,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.14,1.85,0.1
734,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.75,1.98,0.36
735,18.8167,-156.056,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.57,1.8,0.19
736,21.6334,-159.042,IGNEOUS:VOLCANIC:MAFIC,PICRITE,,,0.45799999999999996
737,21.6334,-159.042,IGNEOUS:VOLCANIC:MAFIC,PICRITE,50.23,2.11,0.42
738,19.0865,-156.145,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.43,2.28,0.38
739,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.22,2.22,0.36
740,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.61,2.15,0.45
741,18.7572,-155.792,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.66,1.65,0.3
742,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.75,2.19,0.3
743,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.61,2.28,0.45
744,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.88,2.21,0.4
745,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.95,2.18,0.35
746,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.47,2.0,0.34
747,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.71,2.18,0.42
748,64.9443,-19.9148,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.32,1.82,0.1
749,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.09,2.17,0.37
750,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.27,2.28,0.4
751,18.8069,-155.85,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.55,1.65,0.27
752,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.45,2.22,0.34
753,19.1392,-156.09799999999998,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.49,2.1,0.19
754,21.5187,-159.014,IGNEOUS:VOLCANIC:MAFIC,BASALT,44.89,3.4,1.14
755,21.5187,-159.014,IGNEOUS:VOLCANIC:MAFIC,BASALT,44.69,2.57,0.99
756,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.18,2.06,0.27
757,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.57,2.66,0.47
758,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.79,2.28,0.42
759,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.48,2.28,0.41
760,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.54,1.71,0.28
761,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.69,2.15,0.49
762,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.87,2.14,0.35
763,18.8333,-155.733,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.92,2.07,0.34
764,64.797,-19.4688,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.5,2.31,0.46
765,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.63,2.22,0.37
766,64.4815,-20.4269,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.4,1.89,0.16
767,64.1196,-21.2197,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.5,1.47,0.12
768,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.46,1.32,0.31
769,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.21,2.24,0.28
770,18.62,-155.775,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.91,1.78,0.26
771,64.0083,-21.3303,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.9,1.95,0.08
772,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.09,1.92,0.51
773,18.8233,-155.711,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.07,2.22,0.38
774,18.8808,-155.7,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.24,2.3,0.29
775,18.8829,-155.708,IGNEOUS:VOLCANIC:MAFIC,PICRITE,46.23,1.48,0.23
776,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.28,2.16,0.3
777,21.7563,-159.004,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.15,2.85,0.96
778,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.76,2.27,0.36
779,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.19,2.14,0.4
780,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.58,2.04,0.42
781,18.95,-155.983,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.3,2.69,0.47
782,18.8235,-155.707,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.86,1.87,0.28
783,18.983,-155.917,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.25,2.48,0.47
784,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.05,1.15,0.08
785,18.8796,-155.695,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.88,2.48,0.34
786,19.1767,-155.971,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.55,1.97,0.3
787,21.7558,-159.001,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.49,2.24,0.62
788,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.63,2.2,0.34
789,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.66,1.39,0.14
790,19.3545,-155.983,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.8,2.24,0.38
791,64.4815,-20.4269,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.6,1.89,0.17
792,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.95,1.65,0.11
793,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.45,1.97,0.25
794,18.8823,-155.70600000000002,IGNEOUS:VOLCANIC:MAFIC,PICRITE,44.53,1.21,0.18
795,64.0184,-20.6699,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.32,2.02,0.15
796,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.25,2.25,0.48
797,64.4941,-20.7424,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.32,1.8,0.09
798,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.79,1.76,0.32
799,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.98,2.12,0.12
800,18.8333,-155.733,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.56,2.03,0.3
801,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.61,2.2,0.32
802,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.0,2.27,0.35
803,19.354,-155.056,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.3,2.54,0.46
804,19.354,-155.056,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,
805,19.419,-155.987,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.62,2.32,0.38
806,64.4816,-20.7295,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.33,1.5,0.11
807,18.942,-155.887,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.98,1.58,0.25
808,64.3634,-20.7171,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.8,1.61,0.07
809,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.3,1.79,0.38
810,18.8167,-156.056,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.39,1.39,0.2
811,64.5373,-20.3327,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.95,1.72,0.18
812,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.6,2.23,0.39
